UserID,MovieID,Rating 
ur62716745,tt2400463,8
ur62716745,tt1788391,7
ur62716745,tt4263482,7
ur62716745,tt0363547,3
ur62716745,tt0365748,6
ur62716745,tt0482571,6
ur62716745,tt5726616,7
ur62716745,tt0253474,4
ur62716745,tt0097165,7
ur62716745,tt0113277,5
ur62716745,tt2085059,5
ur62716745,tt0071315,7
ur62716745,tt1454468,7
ur62716745,tt2883512,4
ur62716745,tt1798709,8
ur62716745,tt0383028,6
ur62716745,tt0469494,9
ur62716745,tt1853728,8
ur62716745,tt0808506,6
ur62716745,tt0317248,6
ur62716745,tt0079501,3
ur62716745,tt0180093,6
ur62716745,tt1475582,3
ur62716745,tt0443706,6
ur62716745,tt0944947,5
ur62716745,tt3065204,3
ur62716745,tt0368447,6
ur62716745,tt0364569,5
ur62716745,tt0110413,5
ur62716745,tt0175880,7
ur62716745,tt1375666,6
ur62716745,tt3397884,7
ur62716745,tt0387898,6
ur62716745,tt0033467,7
ur62716745,tt1673434,2
ur62716745,tt3170832,7
ur62716745,tt0166924,7
ur62716745,tt0477348,7
ur62716745,tt0053472,6
ur62716745,tt9425132,6
ur62716745,tt0457430,3
ur62716745,tt2948356,3
ur62716745,tt0810819,5
ur62716745,tt7344360,6
ur62716745,tt0113568,4
ur62716745,tt1663202,6
ur62716745,tt4272866,5
ur62716745,tt2278388,7
ur62716745,tt2562232,8
ur62716745,tt5013056,4
ur62716745,tt1060277,4
ur62716745,tt2402927,5
ur62716745,tt3398228,10
ur62716745,tt3530232,7
ur62716745,tt0230600,5
ur62716745,tt0910970,8
ur62716745,tt0090756,7
ur62716745,tt0080684,5
ur62716745,tt0121766,5
ur62716745,tt0086190,3
ur62716745,tt0118799,3
ur62716745,tt0063350,5
ur62716745,tt0013442,6
ur62716745,tt0182629,5
ur62716745,tt0119217,4
ur62716745,tt0368226,2
ur62716745,tt0246578,6
ur62716745,tt0461770,5
ur62716745,tt0322330,3
ur62716745,tt0120783,6
ur62716745,tt2401878,7
ur62716745,tt0056119,6
ur62716745,tt0110912,8
ur62716745,tt0086250,5
ur62716745,tt3606756,5
ur62716745,tt5095030,3
ur62716745,tt8262610,5
ur62716745,tt1211837,3
ur62716745,tt3498820,5
ur62716745,tt1502712,2
ur62716745,tt0478970,3
ur62716745,tt2395427,3
ur62716745,tt1981115,3
ur8971626,tt0304141,7
ur8971626,tt0268978,5
ur8971626,tt0443706,8
ur8971626,tt0870111,7
ur8971626,tt0089126,9
ur8971626,tt0084707,8
ur8971626,tt0095647,8
ur8971626,tt0081398,8
ur8971626,tt0099487,8
ur8971626,tt0383028,9
ur8971626,tt0088763,8
ur8971626,tt0107207,8
ur8971626,tt1022603,9
ur8971626,tt0395169,8
ur8971626,tt0181875,10
ur8971626,tt0050083,9
ur8971626,tt0180093,5
ur8971626,tt0947798,4
ur8971626,tt0499549,3
ur8971626,tt0468489,7
ur8971626,tt0071360,6
ur8971626,tt0325980,6
ur8971626,tt1019452,9
ur8971626,tt0259393,8
ur8971626,tt0105236,9
ur8971626,tt0074958,9
ur8971626,tt0245574,7
ur8971626,tt0075686,9
ur8971626,tt0098724,8
ur8971626,tt0120255,8
ur8971626,tt0274309,7
ur8971626,tt0107048,7
ur62716745,tt1300854,4
ur62716745,tt0120667,2
ur62716745,tt0287978,2
ur62716745,tt5104604,6
ur8971626,tt0361748,8
ur8971626,tt0480025,9
ur8971626,tt1049413,7
ur8971626,tt0114709,9
ur8971626,tt0109445,8
ur8971626,tt0118789,8
ur8971626,tt0102138,4
ur8971626,tt0272338,8
ur8971626,tt0162346,8
ur8971626,tt0167404,2
ur8971626,tt0116282,7
ur8971626,tt0117951,9
ur8971626,tt0102926,9
ur8971626,tt0417741,7
ur8971626,tt1068646,5
ur8971626,tt0094608,8
ur8971626,tt0354899,9
ur8971626,tt0118749,9
ur8971626,tt0079826,8
ur8971626,tt0266425,8
ur8971626,tt1125849,9
ur8971626,tt0211915,9
ur8971626,tt0808151,5
ur8971626,tt0404203,7
ur8971626,tt0147612,8
ur8971626,tt0107808,8
ur8971626,tt0307901,10
ur8971626,tt0111161,9
ur8971626,tt1078188,8
ur8971626,tt0110074,7
ur8971626,tt0096874,8
ur8971626,tt0092005,9
ur8971626,tt0108052,7
ur8971626,tt1185616,9
ur8971626,tt0092563,8
ur8971626,tt0119217,7
ur8971626,tt0976051,7
ur8971626,tt0078718,6
ur8971626,tt0112461,7
ur8971626,tt0246578,9
ur8971626,tt0421715,8
ur8971626,tt0910970,9
ur8971626,tt0305206,8
ur8971626,tt0088258,7
ur8971626,tt0080678,8
ur8971626,tt0033467,7
ur8971626,tt0104036,8
ur8971626,tt0887883,7
ur8971626,tt0335266,8
ur8971626,tt0420223,7
ur8971626,tt0089853,8
ur8971626,tt0117589,8
ur62716745,tt0094625,6
ur62716745,tt5463162,6
ur62716745,tt0072684,7
ur62716745,tt0079944,7
ur62716745,tt0800369,3
ur62716745,tt0848228,5
ur62716745,tt0458339,5
ur62716745,tt1228705,3
ur62716745,tt0371746,4
ur62716745,tt5311514,7
ur62716745,tt4975722,7
ur62716745,tt0808279,6
ur62716745,tt0119167,7
ur8971626,tt0942385,5
ur8971626,tt0166896,9
ur8971626,tt0383574,5
ur8971626,tt0106856,8
ur8971626,tt0478087,5
ur8971626,tt0289992,8
ur8971626,tt0083658,7
ur8971626,tt0758758,8
ur8971626,tt0270288,8
ur8971626,tt0068646,8
ur8971626,tt0087843,7
ur8971626,tt0109830,10
ur8971626,tt0449059,8
ur8971626,tt0375679,8
ur8971626,tt0283111,3
ur8971626,tt0468569,7
ur101952200,tt4154796,10
ur101952200,tt4094724,7
ur101952200,tt5164432,8
ur101952200,tt0369610,8
ur101952200,tt1323594,7
ur101952200,tt0790636,7
ur101952200,tt1663662,7
ur101952200,tt0089880,7
ur101952200,tt2582782,8
ur101952200,tt0980967,8
ur101952200,tt0356910,7
ur101952200,tt0496806,7
ur101952200,tt0240772,7
ur101952200,tt0266465,6
ur101952200,tt5027774,8
ur101952200,tt1228705,7
ur101952200,tt2140479,7
ur101952200,tt1596343,8
ur101952200,tt2543472,8
ur101952200,tt3743822,6
ur101952200,tt0119094,7
ur101952200,tt2024469,6
ur101952200,tt1229238,7
ur101952200,tt3397884,7
ur101952200,tt1259528,8
ur101952200,tt0373889,7
ur101952200,tt2980516,8
ur101952200,tt1091191,7
ur101952200,tt3890160,7
ur101952200,tt2379713,6
ur101952200,tt5439796,7
ur101952200,tt4196776,7
ur101952200,tt0440963,8
ur101952200,tt4425200,7
